district_id,year,ballot_code,actor_type,party_id,party_name,votes,rank,region,province,district_number,district_label,voters_used,vote_share,party_id_str,key,2566_winner
SPK_6,2569,CONS,candidate,63.0,ภูมิใจไทย,33686,1,ปริมณฑล,สมุทรปราการ,6,สมุทรปราการ-6,86953,0.38740469,63,สมุทรปราการ_6,ก้าวไกล
PTE_7,2569,CONS,candidate,63.0,ภูมิใจไทย,44519,1,ปริมณฑล,ปทุมธานี,7,ปทุมธานี-7,87221,0.51041607,63,ปทุมธานี_7,ก้าวไกล
PTE_8,2569,CONS,candidate,63.0,ภูมิใจไทย,36814,1,ปริมณฑล,ปทุมธานี,8,ปทุมธานี-8,80495,0.457345177,63,ปทุมธานี_8,Unknown
AYA_1,2569,CONS,candidate,63.0,ภูมิใจไทย,43361,1,ภาคกลาง,พระนครศรีอยุธยา,1,พระนครศรีอยุธยา-1,99087,0.437605337,63,พระนครศรีอยุธยา_1,ก้าวไกล
AYA_2,2569,CONS,candidate,63.0,ภูมิใจไทย,51200,1,ภาคกลาง,พระนครศรีอยุธยา,2,พระนครศรีอยุธยา-2,98074,0.522054775,63,พระนครศรีอยุธยา_2,ก้าวไกล
LRI_1,2569,CONS,candidate,63.0,ภูมิใจไทย,35960,1,ภาคกลาง,ลพบุรี,1,ลพบุรี-1,97232,0.369837091,63,ลพบุรี_1,เพื่อไทย
LRI_2,2569,CONS,candidate,63.0,ภูมิใจไทย,55191,1,ภาคกลาง,ลพบุรี,2,ลพบุรี-2,110985,0.497283417,63,ลพบุรี_2,ก้าวไกล
SBR_1,2569,CONS,candidate,63.0,ภูมิใจไทย,61861,1,ภาคกลาง,สิงห์บุรี,1,สิงห์บุรี-1,120463,0.513526975,63,สิงห์บุรี_1,พลังประชารัฐ
SRI_1,2569,CONS,candidate,63.0,ภูมิใจไทย,29968,1,ภาคกลาง,สระบุรี,1,สระบุรี-1,91835,0.326324386,63,สระบุรี_1,ก้าวไกล
SRI_2,2569,CONS,candidate,63.0,ภูมิใจไทย,34896,1,ภาคกลาง,สระบุรี,2,สระบุรี-2,98281,0.355063542,63,สระบุรี_2,เพื่อไทย
CBI_1,2569,CONS,candidate,63.0,ภูมิใจไทย,43703,1,ภาคตะวันออก,ชลบุรี,1,ชลบุรี-1,98894,0.441917609,63,ชลบุรี_1,ก้าวไกล
CBI_3,2569,CONS,candidate,63.0,ภูมิใจไทย,39906,1,ภาคตะวันออก,ชลบุรี,3,ชลบุรี-3,92645,0.430741001,63,ชลบุรี_3,ก้าวไกล
CBI_4,2569,CONS,candidate,63.0,ภูมิใจไทย,43072,1,ภาคตะวันออก,ชลบุรี,4,ชลบุรี-4,83770,0.514169751,63,ชลบุรี_4,รวมไทยสร้างชาติ
CBI_5,2569,CONS,candidate,63.0,ภูมิใจไทย,49881,1,ภาคตะวันออก,ชลบุรี,5,ชลบุรี-5,97667,0.510725219,63,ชลบุรี_5,เพื่อไทย
CBI_8,2569,CONS,candidate,63.0,ภูมิใจไทย,35060,1,ภาคตะวันออก,ชลบุรี,8,ชลบุรี-8,86649,0.404620942,63,ชลบุรี_8,ก้าวไกล
RYG_4,2569,CONS,candidate,63.0,ภูมิใจไทย,32408,1,ภาคตะวันออก,ระยอง,4,ระยอง-4,57717,0.561498345,63,ระยอง_4,ก้าวไกล
CTI_1,2569,CONS,candidate,63.0,ภูมิใจไทย,31182,1,ภาคตะวันออก,จันทบุรี,1,จันทบุรี-1,105152,0.296542149,63,จันทบุรี_1,ก้าวไกล
CTI_2,2569,CONS,candidate,63.0,ภูมิใจไทย,37377,1,ภาคตะวันออก,จันทบุรี,2,จันทบุรี-2,94138,0.397044764,63,จันทบุรี_2,ก้าวไกล
CTI_3,2569,CONS,candidate,63.0,ภูมิใจไทย,30286,1,ภาคตะวันออก,จันทบุรี,3,จันทบุรี-3,96465,0.313958431,63,จันทบุรี_3,ก้าวไกล
TRT_1,2569,CONS,candidate,63.0,ภูมิใจไทย,62391,1,ภาคตะวันออก,ตราด,1,ตราด-1,112944,0.552406502,63,ตราด_1,ก้าวไกล
PRI_2,2569,CONS,candidate,63.0,ภูมิใจไทย,41694,1,ภาคตะวันออก,ปราจีนบุรี,2,ปราจีนบุรี-2,101887,0.409218055,63,ปราจีนบุรี_2,ก้าวไกล
NYK_2,2569,CONS,candidate,63.0,ภูมิใจไทย,32672,1,ภาคตะวันออก,นครนายก,2,นครนายก-2,81538,0.400696608,63,นครนายก_2,เพื่อไทย
NMA_10,2569,CONS,candidate,63.0,ภูมิใจไทย,40401,1,ภาคอีสาน,นครราชสีมา,10,นครราชสีมา-10,102879,0.39270405,63,นครราชสีมา_10,เพื่อไทย
NMA_16,2569,CONS,candidate,63.0,ภูมิใจไทย,29821,1,ภาคอีสาน,นครราชสีมา,16,นครราชสีมา-16,82925,0.359614109,63,นครราชสีมา_16,เพื่อไทย
SRN_2,2569,CONS,candidate,63.0,ภูมิใจไทย,50102,1,ภาคอีสาน,สุรินทร์,2,สุรินทร์-2,89248,0.561379527,63,สุรินทร์_2,เพื่อไทย
SRN_4,2569,CONS,candidate,63.0,ภูมิใจไทย,40070,1,ภาคอีสาน,สุรินทร์,4,สุรินทร์-4,72193,0.555039962,63,สุรินทร์_4,เพื่อไทย
SRN_5,2569,CONS,candidate,63.0,ภูมิใจไทย,37432,1,ภาคอีสาน,สุรินทร์,5,สุรินทร์-5,70625,0.530010619,63,สุรินทร์_5,เพื่อไทย
SSK_1,2569,CONS,candidate,63.0,ภูมิใจไทย,44088,1,ภาคอีสาน,ศรีสะเกษ,1,ศรีสะเกษ-1,82102,0.536990573,63,ศรีสะเกษ_1,เพื่อไทย
SSK_2,2569,CONS,candidate,63.0,ภูมิใจไทย,32241,1,ภาคอีสาน,ศรีสะเกษ,2,ศรีสะเกษ-2,73527,0.438491983,63,ศรีสะเกษ_2,เพื่อไทย
SSK_4,2569,CONS,candidate,63.0,ภูมิใจไทย,38705,1,ภาคอีสาน,ศรีสะเกษ,4,ศรีสะเกษ-4,72004,0.537539581,63,ศรีสะเกษ_4,เพื่อไทย
SSK_5,2569,CONS,candidate,63.0,ภูมิใจไทย,37079,1,ภาคอีสาน,ศรีสะเกษ,5,ศรีสะเกษ-5,80717,0.459370393,63,ศรีสะเกษ_5,เพื่อไทย
SSK_6,2569,CONS,candidate,63.0,ภูมิใจไทย,26211,1,ภาคอีสาน,ศรีสะเกษ,6,ศรีสะเกษ-6,70972,0.369314659,63,ศรีสะเกษ_6,เพื่อไทย
SSK_9,2569,CONS,candidate,63.0,ภูมิใจไทย,37040,1,ภาคอีสาน,ศรีสะเกษ,9,ศรีสะเกษ-9,87028,0.425610148,63,ศรีสะเกษ_9,เพื่อไทย
UBN_7,2569,CONS,candidate,63.0,ภูมิใจไทย,42705,1,ภาคอีสาน,อุบลราชธานี,7,อุบลราชธานี-7,86153,0.495687904,63,อุบลราชธานี_7,เพื่อไทย
YST_1,2569,CONS,candidate,63.0,ภูมิใจไทย,46760,1,ภาคอีสาน,ยโสธร,1,ยโสธร-1,100428,0.465607201,63,ยโสธร_1,ไทยสร้างไทย
YST_2,2569,CONS,candidate,63.0,ภูมิใจไทย,46438,1,ภาคอีสาน,ยโสธร,2,ยโสธร-2,81496,0.569819378,63,ยโสธร_2,เพื่อไทย
CPM_4,2569,CONS,candidate,63.0,ภูมิใจไทย,27557,1,ภาคอีสาน,ชัยภูมิ,4,ชัยภูมิ-4,54838,0.502516503,63,ชัยภูมิ_4,พลังประชารัฐ
BKN_3,2569,CONS,candidate,63.0,ภูมิใจไทย,32501,1,ภาคอีสาน,บึงกาฬ,3,บึงกาฬ-3,69303,0.468969597,63,บึงกาฬ_3,เพื่อไทย
KKN_6,2569,CONS,candidate,63.0,ภูมิใจไทย,43245,1,ภาคอีสาน,ขอนแก่น,6,ขอนแก่น-6,86315,0.501013729,63,ขอนแก่น_6,เพื่อไทย
KKN_10,2569,CONS,candidate,63.0,ภูมิใจไทย,36642,1,ภาคอีสาน,ขอนแก่น,10,ขอนแก่น-10,82656,0.443307201,63,ขอนแก่น_10,เพื่อไทย
UDN_3,2569,CONS,candidate,63.0,ภูมิใจไทย,30573,1,ภาคอีสาน,อุดรธานี,3,อุดรธานี-3,71577,0.427134415,63,อุดรธานี_3,ไทยสร้างไทย
UDN_5,2569,CONS,candidate,63.0,ภูมิใจไทย,26690,1,ภาคอีสาน,อุดรธานี,5,อุดรธานี-5,65967,0.404596238,63,อุดรธานี_5,เพื่อไทย
UDN_6,2569,CONS,candidate,63.0,ภูมิใจไทย,35147,1,ภาคอีสาน,อุดรธานี,6,อุดรธานี-6,77238,0.455048033,63,อุดรธานี_6,ไทยสร้างไทย
UDN_8,2569,CONS,candidate,63.0,ภูมิใจไทย,36105,1,ภาคอีสาน,อุดรธานี,8,อุดรธานี-8,72517,0.497883255,63,อุดรธานี_8,เพื่อไทย
NKI_3,2569,CONS,candidate,63.0,ภูมิใจไทย,34208,1,ภาคอีสาน,หนองคาย,3,หนองคาย-3,78608,0.435171993,63,หนองคาย_3,เพื่อไทย
MKM_1,2569,CONS,candidate,63.0,ภูมิใจไทย,30711,1,ภาคอีสาน,มหาสารคาม,1,มหาสารคาม-1,85075,0.360987364,63,มหาสารคาม_1,เพื่อไทย
MKM_2,2569,CONS,candidate,63.0,ภูมิใจไทย,30045,1,ภาคอีสาน,มหาสารคาม,2,มหาสารคาม-2,72171,0.416302947,63,มหาสารคาม_2,เพื่อไทย
